"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.728580283E1,-1.069336240E-1,1.600867658E0,3.621680591E0
1.729579583E1,-1.425843171E-1,1.514828219E0,3.293729560E0
1.730578883E1,-2.707362442E-1,1.646616858E0,2.881251181E0
1.731578183E1,-5.322643298E-1,1.944009755E0,2.365031501E0
1.732577583E1,-6.375670923E-1,1.977186856E0,1.563417411E0
1.733576883E1,-5.996532344E-1,1.658564474E0,8.466703945E-1
1.734576183E1,-5.790986634E-1,1.370488531E0,1.020311065E0
1.735575483E1,-4.805982592E-1,1.147834160E0,2.279560411E0
1.736574883E1,-4.572868722E-1,8.116040576E-1,3.655772781E0
1.737574183E1,-6.893927188E-1,3.681026906E-1,4.512830170E0
1.738573483E1,-1.167334186E0,-4.019025207E-2,4.868561321E0
1.739572783E1,-1.669475963E0,-4.310006046E-1,4.548461348E0
1.740572183E1,-1.960346583E0,-9.040321648E-1,3.275116704E0
1.741571483E1,-2.178181678E0,-1.052361993E0,1.631092501E0
1.742570783E1,-2.119153159E0,-8.997783154E-1,1.726998532E-1
1.743570183E1,-1.753050509E0,-8.797434157E-1,-8.948812723E-1
1.744569483E1,-1.171993613E0,-8.626905960E-1,-1.446309961E0
1.745568783E1,-6.630939893E-1,-7.654473066E-1,-1.489005160E0
1.746568083E1,-2.836871691E-1,-7.909405822E-1,-1.205975364E0
1.747567483E1,-6.203135669E-2,-9.363315994E-1,-8.090230966E-1
1.748566783E1,-1.434296418E-2,-1.074234087E0,-3.585126722E-1
1.749566083E1,3.350469187E-2,-1.220676434E0,9.184338570E-2
1.750565383E1,1.018981116E-1,-1.431333488E0,4.294885147E-1
1.751564783E1,1.228413031E-1,-1.670251304E0,4.868309891E-1
1.752564083E1,1.083277830E-1,-1.897346635E0,3.413627887E-1
1.753563383E1,7.858361822E-2,-2.090811120E0,-1.318547130E-2
1.754562683E1,5.433981959E-2,-2.215835701E0,-5.335730463E-1
1.755562083E1,6.351647638E-3,-2.289549209E0,-1.128107994E0
1.756561383E1,-7.692344751E-2,-2.396022329E0,-1.696968402E0
1.757560683E1,-1.479921145E-1,-2.438819270E0,-2.200284446E0
1.758559983E1,-2.475932571E-1,-2.326108341E0,-2.548965025E0
1.759559383E1,-3.518986673E-1,-2.052846903E0,-2.619429821E0
1.760558683E1,-2.466016789E-1,-1.656452460E0,-2.357935320E0
1.761557983E1,-8.160191439E-2,-1.221562287E0,-1.958031378E0
1.762557283E1,-3.423172005E-2,-9.460099107E-1,-1.835033442E0
1.763556683E1,2.149268366E-2,-8.184517318E-1,-1.966582346E0
1.764555983E1,4.976316735E-2,-7.109424859E-1,-2.186704288E0
1.765555283E1,-3.901865277E-2,-5.367954469E-1,-2.424951428E0
1.766554583E1,-1.744857756E-1,-3.121986312E-1,-2.712139764E0
1.767553983E1,-2.432445000E-1,-3.214448333E-2,-2.915490721E0
1.768553283E1,-2.034161541E-1,3.053427708E-1,-2.845188478E0
1.769552583E1,-1.916205294E-1,5.576781929E-1,-2.471671266E0
1.770551983E1,-2.167326761E-1,7.192864627E-1,-1.816287854E0
1.771551283E1,-2.544228049E-1,7.692386413E-1,-9.487002146E-1
1.772550583E1,-2.950506845E-1,7.195542651E-1,-9.316485643E-2
1.773549883E1,-3.133150839E-1,7.047292346E-1,6.256117290E-1
1.774549283E1,-3.434510487E-1,8.032858086E-1,1.164246125E0
1.775548583E1,-3.562298827E-1,8.878078955E-1,1.581944899E0
1.776547883E1,-2.726669400E-1,8.458886218E-1,1.749306829E0
1.777547183E1,-2.537104496E-1,7.514467335E-1,1.611803706E0
1.778546571E1,-2.222105122E-1,7.448674464E-1,1.302295378E0
1.779545871E1,4.579427836E-2,8.019871420E-1,8.980212271E-1
1.780545171E1,3.511395525E-1,8.065181494E-1,5.775680816E-1
1.781544471E1,5.782616710E-1,7.733872408E-1,4.910977024E-1
1.782543871E1,6.077795485E-1,7.302078921E-1,8.068181115E-1
1.783543171E1,5.097422073E-1,7.613449001E-1,1.658577338E0
1.784542471E1,5.138540790E-1,6.947720110E-1,2.690165927E0
1.785541771E1,4.805544782E-1,6.696283990E-1,3.712680223E0
1.786541171E1,2.498425896E-1,7.544217968E-1,4.414018072E0
1.787540471E1,-3.797751948E-2,6.480135816E-1,4.157215962E0
1.788539771E1,-7.282948293E-2,3.600955135E-1,2.973592165E0
1.789539071E1,1.845649866E-2,2.114996374E-1,1.607752755E0
1.790538471E1,3.419697297E-1,1.064625943E-1,3.974387562E-1
1.791537771E1,7.863573883E-1,2.328764731E-1,-2.296780461E-1
1.792537071E1,1.109983818E0,5.413966209E-1,-1.238527983E-1
1.793536371E1,1.267488219E0,6.488672751E-1,5.451780152E-1
1.794535771E1,9.980595586E-1,5.282526648E-1,1.468330575E0
1.795535071E1,5.006791692E-1,2.354077327E-1,2.282396311E0
1.796534371E1,5.549800683E-2,-1.367383075E-1,2.797543611E0
1.797533671E1,-1.367055265E-1,-5.114694017E-1,3.059234578E0
1.798533071E1,1.908812586E-2,-9.246424305E-1,2.777706347E0
1.799532371E1,3.019541632E-1,-1.234886922E0,1.983219429E0
1.800531671E1,4.977202223E-1,-1.347030087E0,1.091786844E0
1.801530971E1,7.304100595E-1,-1.395452049E0,5.621980906E-1
1.802530371E1,9.628998855E-1,-1.423778300E0,4.165690917E-1
1.803529671E1,1.075203775E0,-1.438143155E0,3.661432886E-1
1.804528971E1,1.022097316E0,-1.428440870E0,1.030098134E-1
1.805528271E1,8.488397115E-1,-1.436248657E0,-4.106996566E-1
1.806527671E1,7.457467946E-1,-1.468515932E0,-1.115136530E0
1.807526971E1,7.040201135E-1,-1.460113483E0,-1.841615068E0
1.808526271E1,6.326260489E-1,-1.378871099E0,-2.350598234E0
1.809525571E1,5.548559611E-1,-1.257036175E0,-2.431755833E0
1.810524971E1,5.600587040E-1,-1.165980409E0,-2.231262994E0
1.811524271E1,5.045044908E-1,-1.079502429E0,-2.069851776E0
1.812523571E1,4.890118544E-1,-9.455052960E-1,-1.972395648E0
1.813522971E1,4.390772174E-1,-7.724008155E-1,-1.939150134E0
1.814522271E1,3.172083794E-1,-6.852761328E-1,-2.096649565E0
1.815521571E1,1.876900493E-1,-7.380823374E-1,-2.500982773E0
1.816520871E1,-1.548010144E-2,-7.474203408E-1,-2.882376185E0
1.817520271E1,-1.381712590E-1,-6.099604869E-1,-3.130730823E0
1.818519571E1,-1.307154926E-1,-5.147777563E-1,-3.245649660E0
1.819518871E1,-1.176878231E-2,-5.473654586E-1,-3.283631419E0
1.820518171E1,1.082223686E-1,-5.515204901E-1,-3.235332248E0
1.821517571E1,3.985674150E-1,-3.965809697E-1,-2.949001114E0
1.822516871E1,7.131466670E-1,-7.809365809E-2,-2.328886353E0
1.823516171E1,8.162112980E-1,5.672617793E-2,-1.688991630E0
1.824515471E1,7.695916669E-1,-5.085323453E-2,-1.328085693E0
1.825514871E1,4.697576310E-1,-1.809415036E-1,-1.236458069E0
1.826514171E1,3.371296969E-1,-2.441545826E-1,-1.338544607E0
1.827513471E1,2.345836408E-1,-1.046025950E-1,-1.242173722E0
1.828512771E1,-9.441133663E-3,1.468136448E-1,-9.530487889E-1
1.829512171E1,-3.371192085E-1,3.468328589E-1,-5.962978828E-1
1.830511471E1,-5.760377191E-1,5.124072951E-1,-3.284041893E-1
1.831510771E1,-7.883265113E-1,6.272659063E-1,-9.244038641E-2
1.832510071E1,-8.668987640E-1,8.678881860E-1,3.721425319E-1
1.833509471E1,-7.717814492E-1,1.259152282E0,1.007303349E0
1.834508771E1,-5.744963565E-1,1.627550842E0,1.757161978E0
1.835508071E1,-3.723955336E-1,1.964903026E0,2.601535002E0
1.836507371E1,-5.074557267E-2,2.129645988E0,3.170211223E0
1.837506771E1,2.498067571E-1,2.206646217E0,3.121485205E0
1.838506071E1,3.684445700E-1,2.438118773E0,2.718117372E0
1.839505371E1,4.669936522E-1,2.712747874E0,2.289220596E0
1.840504671E1,5.466176728E-1,2.905225350E0,2.142007002E0
1.841504071E1,4.834649663E-1,3.013209389E0,2.400566785E0
1.842503371E1,3.316769490E-1,3.094916042E0,2.770581515E0
1.843502671E1,1.677265039E-1,3.179483737E0,2.942668580E0
1.844501971E1,-1.095023059E-1,3.028383499E0,2.738058717E0
1.845501371E1,-3.459963051E-1,2.574683418E0,2.341462544E0
1.846500671E1,-3.244234049E-1,1.918823458E0,2.037359968E0
1.847499971E1,-2.083161208E-1,1.264869690E0,2.136963193E0
1.848499271E1,-1.435432605E-1,8.232259834E-1,2.631439417E0
1.849498671E1,-3.569341432E-2,4.927390158E-1,3.343188819E0
1.850497971E1,-2.262123283E-2,1.308472377E-1,3.722889462E0
1.851497271E1,-3.876153243E-1,-2.739999408E-1,3.362188761E0
1.852496571E1,-8.521808106E-1,-6.660370392E-1,2.259781035E0
1.853495971E1,-1.304531938E0,-1.037338741E0,8.039892286E-1
1.854495271E1,-1.637720320E0,-1.216014449E0,-4.132431954E-1
1.855494571E1,-1.721755626E0,-1.238095289E0,-1.172495377E0
1.856493871E1,-1.524658996E0,-1.332530746E0,-1.445927553E0
1.857493271E1,-1.262508877E0,-1.413229339E0,-1.450640409E0
1.858492571E1,-1.107056336E0,-1.473824619E0,-1.196968898E0
1.859491871E1,-9.566597369E-1,-1.521630285E0,-7.278070253E-1
1.860491171E1,-8.423558803E-1,-1.585271380E0,-2.008588743E-1
1.861490571E1,-6.247454640E-1,-1.618775926E0,2.241389787E-1
1.862489871E1,-3.934386760E-1,-1.615296248E0,4.453046483E-1
1.863489171E1,-2.216242009E-1,-1.580176116E0,4.459893572E-1
1.864488471E1,-5.028810114E-2,-1.556450454E0,2.434102321E-1
1.865487871E1,-5.874697566E-3,-1.596980429E0,-1.145446157E-1
1.866487171E1,-1.787292827E-2,-1.724648536E0,-6.715725982E-1
1.867486471E1,1.113121653E-1,-1.872429895E0,-1.397451797E0
1.868485771E1,2.019004096E-1,-1.807271447E0,-1.989122778E0
1.869485171E1,1.439754063E-1,-1.596796827E0,-2.146431005E0
1.870484471E1,1.181737998E-1,-1.482379096E0,-2.159343411E0
1.871483771E1,5.684177008E-2,-1.457823129E0,-2.283459334E0
1.872483071E1,-1.583802413E-1,-1.367556737E0,-2.432585553E0
1.873482471E1,-3.910345933E-1,-1.175978563E0,-2.498627515E0
1.874481771E1,-4.063231984E-1,-1.057027486E0,-2.649682730E0
1.875481071E1,-2.716130342E-1,-8.271330929E-1,-2.735744973E0
1.876480371E1,-2.424962392E-1,-3.120308161E-1,-2.567424100E0
1.877479771E1,-2.337386816E-1,1.305683255E-2,-2.477896796E0
1.878479071E1,-2.319491778E-1,-6.689799428E-3,-2.652902207E0
1.879478408E1,-4.293178491E-1,5.718576908E-4,-2.743027096E0
1.880477708E1,-6.783776609E-1,1.858408856E-1,-2.245782216E0
1.881477108E1,-6.270645428E-1,4.360654628E-1,-1.290485757E0
1.882476408E1,-5.476049021E-1,4.740285105E-1,-4.395357853E-1
1.883475708E1,-5.241925044E-1,2.867000932E-1,3.363786221E-2
1.884475008E1,-6.782686834E-1,2.532347238E-1,4.288909292E-1
1.885474408E1,-8.665838914E-1,5.449686849E-1,1.245474476E0
1.886473708E1,-7.525946881E-1,7.525454253E-1,1.993644429E0
1.887473008E1,-3.960755875E-1,6.252252281E-1,2.285835643E0
1.888472308E1,-4.294195175E-2,5.946928221E-1,2.086198252E0
1.889471708E1,1.881137897E-1,8.011597610E-1,1.715153242E0
1.890471008E1,3.918502799E-1,9.548777980E-1,1.295202121E0
1.891470308E1,5.519319148E-1,9.571944648E-1,1.118252512E0
1.892469608E1,6.269122229E-1,9.498988938E-1,1.491520048E0
1.893469008E1,7.168558482E-1,9.446831775E-1,2.275372635E0
1.894468308E1,7.142293520E-1,7.843800062E-1,2.955949361E0
1.895467608E1,6.237820622E-1,4.127900362E-1,3.059266738E0
1.896466908E1,3.963632340E-1,1.099422723E-1,2.835994316E0
1.897466308E1,1.196160703E-1,1.160333169E-1,2.556640665E0
1.898465608E1,2.262805763E-2,4.214526862E-1,2.451026502E0
1.899464908E1,1.435864385E-1,6.842096007E-1,2.241103274E0
1.900464208E1,4.094058871E-1,6.236037952E-1,1.691741576E0
1.901463608E1,7.868087934E-1,4.388405514E-1,1.076737865E0
1.902462908E1,1.179161715E0,3.489811260E-1,6.196440607E-1
1.903462208E1,1.419951298E0,3.088475919E-1,4.324314183E-1
1.904461508E1,1.559031707E0,3.289877415E-1,7.540791500E-1
1.905460908E1,1.530438238E0,2.682170445E-1,1.568503904E0
1.906460208E1,1.418254582E0,1.163970137E-1,2.396405321E0
1.907459508E1,1.112833312E0,-9.629370153E-2,2.856711586E0
1.908458808E1,7.890415527E-1,-3.007801884E-1,2.794722329E0
1.909458208E1,5.757122485E-1,-5.496394408E-1,2.189747179E0
1.910457508E1,5.220478919E-1,-8.955075091E-1,1.188778118E0
1.911456808E1,6.181673464E-1,-1.184076372E0,1.890784889E-1
1.912456108E1,9.697429550E-1,-1.288658502E0,-4.920069444E-1
1.913455508E1,1.401809288E0,-1.319353461E0,-5.726201677E-1
1.914454808E1,1.703847505E0,-1.274270843E0,-1.608668429E-1
1.915454108E1,1.748878228E0,-1.201253153E0,2.673487329E-1
1.916453408E1,1.601447702E0,-1.132400435E0,3.844041431E-1
1.917452808E1,1.342060246E0,-1.134884332E0,2.480652004E-1
1.918452108E1,1.026745706E0,-1.227756827E0,-1.064228332E-1
1.919451408E1,6.612589138E-1,-1.337110870E0,-7.056758988E-1
1.920450708E1,3.894086653E-1,-1.466454204E0,-1.452354813E0
1.921450108E1,1.273140851E-1,-1.502012292E0,-2.100554920E0
1.922449408E1,-8.760899657E-2,-1.468333499E0,-2.509646593E0
1.923448708E1,-2.013882849E-1,-1.432400020E0,-2.717496398E0
1.924448008E1,-2.116231233E-1,-1.366345779E0,-2.848569338E0
1.925447408E1,-2.739515550E-1,-1.225136690E0,-2.912751886E0
1.926446708E1,-3.032724545E-1,-1.057366624E0,-2.978746485E0
1.927446008E1,-1.126258885E-1,-1.031868671E0,-3.219370519E0
1.928445308E1,-7.869191961E-2,-9.530411875E-1,-3.500600542E0
1.929444708E1,-2.332690771E-1,-7.376075435E-1,-3.559913528E0
1.930444008E1,-2.312335517E-1,-6.228190988E-1,-3.428943499E0
1.931443308E1,5.142726665E-2,-5.160542035E-1,-3.209974043E0
1.932442608E1,2.273155152E-1,-3.412996387E-1,-2.848624887E0
1.933442008E1,2.414408716E-1,-2.034983075E-1,-2.420081282E0
1.934441308E1,3.178321311E-1,-1.622561413E-1,-2.184561283E0
1.935440608E1,3.198785104E-1,-8.444958150E-2,-2.068037969E0
1.936439908E1,1.261463504E-1,6.597647309E-2,-1.750416631E0
1.937439308E1,-2.110974586E-2,1.434965193E-1,-1.230113840E0
1.938438608E1,-3.549404254E-2,2.278069371E-1,-6.373646325E-1
1.939437908E1,5.632557057E-2,3.739060521E-1,-2.134988004E-1
1.940437208E1,8.826116212E-2,5.238853794E-1,-2.366075814E-2
1.941436508E1,2.604475932E-2,7.480945247E-1,9.889688194E-2
1.942435908E1,1.075014252E-2,1.096701429E0,3.460136640E-1
1.943435208E1,6.039046353E-2,1.380848628E0,7.201968741E-1
1.944434508E1,5.097708587E-2,1.443225555E0,1.110158796E0
1.945433808E1,-2.220973503E-3,1.433556599E0,1.525052075E0
1.946433208E1,-1.045044531E-1,1.437029845E0,1.890080885E0
1.947432508E1,-1.141441911E-1,1.498857134E0,2.127419953E0
1.948431808E1,-7.903188039E-2,1.627609314E0,2.311171044E0
1.949431108E1,8.586526550E-3,1.827715067E0,2.308933314E0
1.950430508E1,5.777388934E-2,1.931826496E0,2.122122960E0
1.951429808E1,1.301361432E-1,2.042500840E0,2.031493456E0
1.952429108E1,2.729076809E-1,2.144532999E0,2.076888900E0
1.953428408E1,2.441368582E-1,2.280360310E0,2.224961450E0
1.954427808E1,1.230466135E-2,2.516537536E0,2.304956623E0
1.955427108E1,-3.922674422E-1,2.607684519E0,1.936319497E0
1.956426408E1,-8.310221491E-1,2.423911793E0,1.251560258E0
1.957425708E1,-1.079377737E0,2.088246531E0,8.570263982E-1
1.958425108E1,-9.520827558E-1,1.610862889E0,9.576832920E-1
1.959424408E1,-5.393365006E-1,1.177944397E0,1.893183417E0
1.960423708E1,-1.315217140E-1,9.367333031E-1,3.354943476E0
1.961423008E1,-1.095942168E-1,6.994579697E-1,4.796706643E0
1.962422408E1,-2.037411862E-1,4.538877761E-1,5.734157984E0
1.963421708E1,-4.044489831E-1,6.951754689E-3,5.663676231E0
1.964421008E1,-8.121352040E-1,-6.227512711E-1,4.276744745E0
1.965420308E1,-1.317683350E0,-9.346505249E-1,2.066461560E0
1.966419708E1,-1.708979752E0,-8.402144837E-1,-7.420642912E-2
1.967419008E1,-1.734882625E0,-8.001967245E-1,-1.880363397E0
1.968418308E1,-1.388498394E0,-7.290928280E-1,-2.928825881E0
1.969417608E1,-9.750458680E-1,-5.055005640E-1,-3.162585284E0
1.970417008E1,-5.840174143E-1,-4.958772165E-1,-2.762380210E0
1.971416308E1,-1.211956043E-1,-7.503731847E-1,-1.911528472E0
1.972415608E1,1.574754578E-1,-1.028269125E0,-9.538252991E-1
1.973414908E1,2.220295957E-1,-1.227900084E0,-2.734631664E-1
1.974414308E1,2.573236086E-1,-1.371873736E0,2.377735162E-1
1.975413608E1,1.955116687E-1,-1.484178869E0,6.080677432E-1
1.976412908E1,8.759278882E-2,-1.597777990E0,7.872901654E-1
1.977412208E1,1.441444639E-2,-1.766626282E0,6.890259522E-1
1.978411608E1,1.065581962E-3,-1.968314876E0,2.409544015E-1
1.979410971E1,-4.275264814E-3,-2.123760180E0,-4.595993364E-1
1.980410271E1,2.252844483E-2,-2.191116012E0,-1.141968234E0
1.981409571E1,3.307696804E-3,-2.213590955E0,-1.735599786E0
1.982408871E1,3.721643128E-2,-2.157389272E0,-2.266745068E0
1.983408271E1,1.331315987E-2,-2.032366446E0,-2.681278744E0
1.984407571E1,1.181210652E-2,-1.840799382E0,-2.952207727E0
1.985406871E1,4.950749785E-2,-1.710617557E0,-3.183986093E0
1.986406171E1,6.366338767E-3,-1.571857283E0,-3.384543251E0
1.987405571E1,-1.195490649E-1,-1.267749444E0,-3.385334964E0
1.988404871E1,-1.414582530E-1,-9.618874401E-1,-3.345183889E0
1.989404171E1,-9.619517595E-2,-6.842832756E-1,-3.266191514E0
1.990403471E1,-7.986678969E-2,-3.463171345E-1,-3.121246639E0
1.991402871E1,-1.559432315E-1,-7.142373919E-3,-2.833803949E0
1.992402171E1,-1.497355715E-1,2.186490279E-1,-2.275834565E0
1.993401471E1,-7.185361918E-2,4.648589069E-1,-1.493592886E0
1.994400771E1,-4.414432202E-2,7.535447145E-1,-6.406332260E-1
1.995400171E1,-1.096228682E-2,9.971666157E-1,9.454187572E-2
1.996399471E1,-4.038061548E-2,1.038676000E0,6.100774312E-1
1.997398771E1,-1.103036302E-1,9.538785088E-1,7.673213392E-1
1.998398071E1,-3.336762583E-1,7.603689998E-1,6.697435892E-1
1.999397471E1,-4.400788820E-1,5.990682936E-1,7.480951095E-1
2.000396771E1,-3.352422157E-1,6.844177616E-1,1.193394495E0
2.001396071E1,-2.532862889E-1,8.660416353E-1,1.578998487E0
2.002395371E1,-1.904307307E-1,8.956349784E-1,1.619179384E0
2.003394771E1,-2.127819500E-1,8.447180092E-1,1.520470782E0
2.004394071E1,-2.674122301E-1,7.118640071E-1,1.683825615E0
2.005393371E1,-1.963522059E-1,5.600188333E-1,2.152969946E0
2.006392671E1,-4.770564180E-2,4.880039406E-1,2.851696429E0
2.007392071E1,9.678384438E-2,4.553104037E-1,3.378731119E0
2.008391371E1,2.696702968E-1,3.731248641E-1,3.571139013E0
2.009390671E1,2.545998842E-1,3.476713496E-1,3.557855893E0
2.010389971E1,2.765474264E-1,5.206659025E-1,3.589868229E0
2.011389371E1,4.292316026E-1,8.043640351E-1,3.462184920E0
2.012388671E1,6.696460138E-1,9.552485114E-1,2.804488934E0
2.013387971E1,8.900149271E-1,9.313924563E-1,1.707388140E0
2.014387271E1,9.955462792E-1,8.604055041E-1,4.410209781E-1
2.015386571E1,1.064651451E0,9.265427756E-1,-3.488554108E-1
2.016385971E1,1.305919483E0,1.100112695E0,-1.508137250E-1
2.017385271E1,1.542454851E0,1.220782269E0,9.978905010E-1
2.018384571E1,1.508575353E0,1.143870918E0,2.341102940E0
2.019383871E1,1.202063139E0,8.616562235E-1,3.155695510E0
2.020383271E1,8.190692709E-1,3.869810110E-1,3.525563475E0
2.021382571E1,6.371526709E-1,-1.802755058E-1,3.420148117E0
2.022381871E1,5.811669698E-1,-6.827238232E-1,2.583205735E0
2.023381171E1,4.710687595E-1,-1.040963430E0,1.317627947E0
2.024380571E1,4.379193226E-1,-1.178499298E0,1.494893306E-1
2.025379871E1,6.736115223E-1,-1.164494047E0,-5.546844184E-1
2.026379171E1,1.054794727E0,-1.106979665E0,-7.118803793E-1
2.027378471E1,1.350389897E0,-1.049773430E0,-5.012741965E-1
2.028377871E1,1.491948941E0,-9.796571285E-1,-2.364614010E-1
2.029377171E1,1.417867204E0,-9.864726430E-1,-2.824567688E-1
2.030376471E1,1.272364943E0,-1.056181979E0,-6.898609346E-1
2.031375771E1,1.060495470E0,-1.065583132E0,-1.142624291E0
2.032375071E1,7.194988628E-1,-1.100299221E0,-1.397182825E0
2.033374471E1,4.014072980E-1,-1.203347626E0,-1.565752205E0
2.034373771E1,1.145116521E-1,-1.349629759E0,-1.760275036E0
2.035373071E1,-1.433121128E-1,-1.448828942E0,-1.977261701E0
2.036372371E1,-1.819233973E-1,-1.441370818E0,-2.217868778E0
2.037371771E1,-7.510894686E-3,-1.217038296E0,-2.347220297E0
2.038371071E1,2.055460755E-1,-8.324721855E-1,-2.357048882E0
2.039370371E1,4.292053998E-1,-5.700930011E-1,-2.503285407E0
2.040369671E1,5.184636584E-1,-4.117808068E-1,-2.751223723E0
2.041369071E1,4.276701768E-1,-3.182680410E-1,-3.030519487E0
2.042368371E1,2.989245015E-1,-4.163889974E-1,-3.441394560E0
2.043367671E1,1.131275065E-1,-5.002404088E-1,-3.713641505E0
2.044366971E1,-3.020613134E-2,-3.157034522E-1,-3.609324254E0
2.045366371E1,-1.260332251E-1,-8.268196821E-2,-3.128638689E0
2.046365671E1,-2.352751471E-1,-2.055120885E-2,-2.445965737E0
2.047364971E1,-3.623955888E-1,9.246202111E-3,-1.820783778E0
2.048364271E1,-4.964400110E-1,1.252356648E-1,-1.350685766E0
2.049363671E1,-4.788973407E-1,2.495118016E-1,-1.139690158E0
2.050362971E1,-3.227593604E-1,3.904472405E-1,-1.010402958E0
2.051362271E1,-1.631175093E-1,5.906816322E-1,-9.345294875E-1
2.052361571E1,-3.473311879E-2,6.999561524E-1,-9.303639311E-1
2.053360971E1,-1.646480180E-1,7.823861057E-1,-7.329315251E-1
2.054360271E1,-3.546410114E-1,8.670865327E-1,-7.264522254E-2
2.055359571E1,-5.033785363E-1,7.900687623E-1,6.431235552E-1
2.056358871E1,-7.096981984E-1,6.331142914E-1,1.198935902E0
2.057358171E1,-9.222012180E-1,6.137904131E-1,1.626066819E0
2.058357571E1,-1.054525901E0,6.328792334E-1,1.952270116E0
2.059356871E1,-1.088274202E0,6.324471241E-1,2.189620294E0
2.060356171E1,-9.508006807E-1,6.428510749E-1,2.115057185E0
2.061355471E1,-8.035080758E-1,7.578745776E-1,1.726069994E0
2.062354871E1,-7.780808008E-1,9.943634605E-1,1.362911124E0
2.063354171E1,-7.836491042E-1,1.214348577E0,1.136930273E0
2.064353471E1,-6.710376511E-1,1.385610015E0,1.107121752E0
2.065352771E1,-6.282200257E-1,1.644587874E0,1.316350331E0
2.066352171E1,-5.329088757E-1,1.968786162E0,1.562561379E0
2.067351471E1,-3.444890756E-1,2.217979290E0,1.746009584E0
2.068350771E1,-1.528373732E-1,2.128076010E0,1.815933512E0
2.069350071E1,-2.472112877E-1,1.698658832E0,2.032251256E0
2.070349471E1,-4.724092703E-1,1.041852792E0,2.419972524E0
2.071348771E1,-6.618835426E-1,4.011336118E-1,3.057627763E0
2.072348071E1,-9.945769570E-1,-6.447783172E-2,3.790806041E0
2.073347371E1,-1.454955947E0,-4.701178926E-1,4.129884907E0
2.074346771E1,-1.740826027E0,-8.640354556E-1,3.862364266E0
2.075346071E1,-1.780523067E0,-9.783777577E-1,2.878671389E0
2.076345371E1,-1.719162386E0,-8.226494479E-1,1.485880408E0
2.077344671E1,-1.627352622E0,-5.638142610E-1,2.349984276E-1
2.078343971E1,-1.213881969E0,-3.435981792E-1,-3.405435938E-1
2.079343350E1,-6.238696973E-1,-1.725039715E-1,-3.592786574E-1
2.080342650E1,-2.972682776E-1,-1.274845040E-1,-2.710728246E-1
2.081341950E1,-2.472820390E-1,-2.715979046E-1,-2.181578618E-1
2.082341250E1,-3.962700440E-1,-5.103829890E-1,-1.174723166E-1
2.083340650E1,-5.323231309E-1,-8.224231607E-1,6.533094049E-2
2.084339950E1,-5.828952605E-1,-1.126674841E0,2.906545651E-1
2.085339250E1,-5.472601356E-1,-1.306861469E0,4.711779928E-1
2.086338550E1,-4.354693392E-1,-1.443833665E0,4.746190792E-1
2.087337950E1,-2.679713152E-1,-1.608652056E0,2.850587797E-1
2.088337250E1,-1.855134416E-1,-1.715305270E0,-1.022502601E-2
2.089336550E1,-5.436419517E-2,-1.775216426E0,-3.297075337E-1
2.090335850E1,5.893386729E-2,-1.707764116E0,-6.075619590E-1
2.091335150E1,9.563742466E-2,-1.580456783E0,-8.499115062E-1
2.092334550E1,6.590363871E-2,-1.472095597E0,-1.203825928E0
2.093333850E1,-2.926655687E-2,-1.466371758E0,-1.606823047E0
2.094333150E1,-9.932592139E-2,-1.485605589E0,-1.961865982E0
2.095332450E1,-1.017154226E-1,-1.419259572E0,-2.102611971E0
2.096331850E1,-2.225790878E-1,-1.260004807E0,-1.922882010E0
2.097331150E1,-4.517857021E-1,-1.085064885E0,-1.663826383E0
2.098330450E1,-5.132775435E-1,-9.563881338E-1,-1.568129098E0
2.099329750E1,-4.263044134E-1,-7.811336321E-1,-1.688266575E0
2.100329150E1,-4.029277568E-1,-5.008648914E-1,-1.974667876E0
2.101328450E1,-3.609226021E-1,-2.363842177E-1,-2.378798186E0
2.102327750E1,-2.480998087E-1,1.619971097E-2,-2.622729405E0
2.103327050E1,-2.075452020E-1,3.019092858E-1,-2.398481083E0
2.104326450E1,-2.488296873E-1,5.146000010E-1,-1.715686508E0
2.105325750E1,-3.355240515E-1,5.579161745E-1,-9.811721420E-1
2.106325050E1,-4.741640928E-1,4.609728473E-1,-5.145473760E-1
2.107324350E1,-6.130454413E-1,3.183890784E-1,-2.989067405E-1
2.108323650E1,-7.028815144E-1,2.382524031E-1,-2.105482954E-1
2.109323050E1,-5.769311737E-1,2.865059656E-1,-6.376154780E-2
2.110322350E1,-3.936265178E-1,4.611921179E-1,2.609495401E-1
2.111321650E1,-1.513384943E-1,5.373111713E-1,4.289868236E-1
2.112320950E1,1.233395224E-1,5.950506717E-1,3.994700789E-1
2.113320350E1,3.512882180E-1,7.360451674E-1,2.490726757E-1
2.114319650E1,4.378017204E-1,8.259572178E-1,1.050300264E-1
2.115318950E1,4.541351134E-1,7.538031614E-1,2.626376313E-1
2.116318250E1,5.136080574E-1,6.906438768E-1,9.978437233E-1
2.117317650E1,6.254081728E-1,6.120391721E-1,1.947109364E0
2.118316950E1,7.557710418E-1,5.098076230E-1,2.635709639E0
2.119316250E1,7.571164130E-1,4.484808558E-1,2.932469866E0
2.120315550E1,7.180752850E-1,3.618906087E-1,2.835676813E0
2.121314950E1,7.137852560E-1,3.889024061E-1,2.443938507E0
2.122314250E1,7.885117950E-1,5.678178495E-1,1.929799266E0
