"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.929925727E2,-8.890023355E-1,-1.548880941E0,-3.273847858E0
1.930025647E2,-8.066488346E-1,-1.555884444E0,-3.763511823E0
1.930125557E2,-7.512233698E-1,-1.512317717E0,-4.078739312E0
1.930225477E2,-8.536282888E-1,-1.279906974E0,-4.218674877E0
1.930325397E2,-8.324086701E-1,-1.089605248E0,-4.213625221E0
1.930425307E2,-7.797292770E-1,-1.003885359E0,-4.086179309E0
1.930525227E2,-7.695819459E-1,-9.784189805E-1,-3.956006840E0
1.930625147E2,-7.427744356E-1,-9.554347453E-1,-3.820871839E0
1.930725057E2,-6.206844266E-1,-9.164776710E-1,-3.775908505E0
1.930824977E2,-4.538263073E-1,-8.027999049E-1,-3.698049320E0
1.930924897E2,-2.958787599E-1,-5.456264967E-1,-3.641196257E0
1.931024807E2,-2.941277381E-3,-2.927200940E-1,-3.362940713E0
1.931124728E2,-8.603832481E-2,9.657056719E-2,-2.671878176E0
1.931224647E2,-2.348564499E-1,4.350544792E-1,-1.879047773E0
1.931324557E2,-2.500926311E-1,5.162369290E-1,-1.228977141E0
1.931424477E2,-3.829690171E-1,4.970226860E-1,-7.374642867E-1
1.931524397E2,-4.526576316E-1,4.725722614E-1,-6.355625206E-1
1.931624307E2,-4.572605232E-1,4.522871009E-1,-7.364088643E-1
1.931724227E2,-4.057388058E-1,6.174218264E-1,-7.001064259E-1
1.931824147E2,-3.738233506E-1,8.776527438E-1,-4.034444314E-1
1.931924057E2,-3.318196942E-1,1.073185974E0,1.309635973E-1
1.932023977E2,-2.155387112E-1,1.158805876E0,5.416942441E-1
1.932123897E2,-9.504080767E-2,1.116336379E0,8.746276867E-1
1.932223807E2,-6.401345316E-2,1.203331254E0,1.311625780E0
1.932323727E2,-3.782721635E-2,1.439729797E0,1.719119993E0
1.932423638E2,7.108890387E-2,1.599481283E0,1.824950504E0
1.932523557E2,3.119704710E-2,1.722869813E0,1.831000033E0
1.932623477E2,-2.259243895E-1,1.878427676E0,2.105650184E0
1.932723387E2,-4.474499186E-1,1.998028672E0,2.680268930E0
1.932823307E2,-5.811528634E-1,1.941654496E0,3.168078158E0
1.932923227E2,-7.573392650E-1,1.762887572E0,3.456385651E0
1.933023137E2,-7.663233657E-1,1.560896677E0,3.421417547E0
1.933123057E2,-6.760438909E-1,1.360110308E0,3.138594158E0
1.933222977E2,-6.304748583E-1,1.261870945E0,2.847667113E0
1.933322887E2,-7.197543861E-1,1.280565371E0,2.780742806E0
1.933422807E2,-9.157401909E-1,1.423004714E0,3.117518454E0
1.933522727E2,-1.177980504E0,1.572147889E0,3.426306989E0
1.933622637E2,-1.502186246E0,1.559711739E0,3.110275508E0
1.933722558E2,-1.700399548E0,1.338579690E0,2.267263716E0
1.933822477E2,-1.641399388E0,1.098065000E0,1.806180941E0
1.933922387E2,-1.508477266E0,9.745723897E-1,2.116797901E0
1.934022307E2,-1.432138503E0,7.168481737E-1,2.735245621E0
1.934122227E2,-1.528752193E0,2.617497316E-1,3.092410510E0
1.934222137E2,-1.850644923E0,-1.490385103E-1,3.110736853E0
1.934322057E2,-2.220612437E0,-5.793874428E-1,2.748576103E0
1.934421977E2,-2.565342784E0,-1.024763135E0,2.164037556E0
1.934521887E2,-2.722368298E0,-1.242474269E0,1.698958794E0
1.934621807E2,-2.618803584E0,-1.157021013E0,1.243576469E0
1.934721717E2,-2.017915198E0,-1.001390644E0,4.476201457E-1
1.934821637E2,-1.344223715E0,-7.599690503E-1,-1.733646816E-1
1.934921557E2,-1.088025915E0,-4.502402830E-1,-3.115677166E-1
1.935021467E2,-8.270733051E-1,-4.212644058E-1,-8.632887661E-2
1.935121387E2,-7.181784153E-1,-5.880196872E-1,5.962376565E-1
1.935221307E2,-6.165199665E-1,-8.628072479E-1,1.269143420E0
1.935321217E2,-4.574520926E-1,-1.242469007E0,1.633584584E0
1.935421138E2,-3.645777697E-1,-1.576590311E0,1.668814058E0
1.935521057E2,-1.932456899E-1,-1.819971892E0,1.290485757E0
1.935620967E2,-3.428459167E-2,-2.056173092E0,5.453744817E-1
1.935720887E2,2.014470859E-1,-2.173467068E0,-3.407114089E-1
1.935820807E2,2.888559981E-1,-2.141560567E0,-1.264556279E0
1.935920717E2,1.698921847E-1,-2.115528763E0,-2.104739188E0
1.936020637E2,2.562008701E-2,-2.065541501E0,-2.780964416E0
1.936120557E2,-1.094712334E-1,-2.032096012E0,-3.303425998E0
1.936220467E2,1.194951609E-2,-2.056637945E0,-3.422844853E0
1.936320387E2,-2.226431513E-2,-1.897739860E0,-3.125442016E0
1.936420307E2,-2.497988085E-1,-1.823029109E0,-2.971752630E0
1.936520217E2,-3.650923247E-1,-1.951995297E0,-3.119207130E0
1.936620137E2,-4.986576406E-1,-2.030316119E0,-3.463421606E0
1.936720047E2,-6.498406903E-1,-1.906615933E0,-3.844175917E0
1.936819967E2,-7.791088144E-1,-1.618915089E0,-4.135393569E0
1.936919887E2,-8.283099912E-1,-1.281347144E0,-4.334752048E0
1.937019797E2,-7.265479736E-1,-1.099579721E0,-4.403808249E0
1.937119718E2,-5.225946066E-1,-7.738760680E-1,-4.171962640E0
1.937219637E2,-3.318454950E-1,-2.199129036E-1,-3.593453742E0
1.937319547E2,-1.044274709E-1,4.058932453E-1,-2.316076273E0
1.937419467E2,3.758349024E-2,9.230876559E-1,-1.050023691E0
1.937519387E2,8.918337766E-2,9.292260629E-1,-3.419609588E-1
1.937619297E2,-4.027452506E-2,6.322553355E-1,-9.262223482E-2
1.937719217E2,-1.844104009E-1,3.749068031E-1,-7.278555572E-2
1.937819137E2,-2.647947788E-1,2.713897437E-1,1.282844031E-1
1.937919047E2,-3.874909613E-1,3.569201830E-1,6.112802035E-1
1.938018967E2,-3.987169941E-1,4.839927506E-1,1.163580127E0
1.938118887E2,-2.818154023E-1,5.526452020E-1,1.594594765E0
1.938218797E2,-1.448668874E-1,6.308467412E-1,1.904060408E0
1.938318717E2,-3.704963945E-2,7.755422321E-1,1.937104193E0
1.938418628E2,1.892213437E-1,8.315594351E-1,1.642727290E0
1.938518547E2,3.671949469E-1,9.143875837E-1,1.223340425E0
1.938618467E2,4.945945201E-1,1.037756233E0,9.163914245E-1
1.938718377E2,5.071221065E-1,1.180042963E0,9.309556693E-1
1.938818297E2,4.178383029E-1,1.266397860E0,1.304544218E0
1.938918217E2,4.240069693E-1,1.237015016E0,1.976203355E0
1.939018127E2,4.166809562E-1,1.052535655E0,2.786637969E0
1.939118047E2,5.752214113E-1,8.632966599E-1,3.573620571E0
1.939217967E2,9.491465764E-1,7.763488555E-1,4.005131637E0
1.939317877E2,1.443331097E0,6.964364210E-1,3.868447124E0
1.939417797E2,1.761199773E0,6.054309413E-1,3.388304181E0
1.939517717E2,1.964879929E0,5.986481711E-1,2.838546041E0
1.939617637E2,1.859987751E0,6.884242737E-1,2.606199911E0
1.939717557E2,1.455348733E0,7.232862505E-1,2.717333845E0
1.939817477E2,9.920631659E-1,5.210181972E-1,2.983965125E0
1.939917387E2,6.304638217E-1,1.903809562E-1,3.315309294E0
1.940017307E2,5.437137263E-1,-1.509344700E-1,3.432852362E0
1.940117217E2,7.618721728E-1,-4.252446055E-1,3.214148955E0
1.940217137E2,1.085913828E0,-5.943183079E-1,2.742075169E0
1.940317057E2,1.419203146E0,-6.518853155E-1,2.126041179E0
1.940416967E2,1.852395580E0,-6.657496485E-1,1.408264468E0
1.940516887E2,2.219724684E0,-7.353154349E-1,8.107386696E-1
1.940616807E2,2.474155163E0,-8.031682795E-1,4.016487515E-1
1.940716717E2,2.466005899E0,-9.000274068E-1,6.310549021E-2
1.940816637E2,2.198137787E0,-1.014421749E0,-2.733222485E-1
1.940916557E2,1.793203923E0,-1.154678326E0,-5.742456937E-1
1.941016467E2,1.317762141E0,-1.267015326E0,-9.136882567E-1
1.941116387E2,9.275758325E-1,-1.404264095E0,-1.359400456E0
1.941216307E2,6.486218382E-1,-1.630105491E0,-1.875197382E0
1.941316217E2,3.751573563E-1,-1.788538430E0,-2.310674615E0
1.941416137E2,1.098867238E-1,-1.854270197E0,-2.599232368E0
1.941516057E2,-6.995323755E-2,-1.868585351E0,-2.709474018E0
1.941615967E2,-5.509337950E-2,-1.878269509E0,-2.806244268E0
1.941715887E2,-1.108577270E-1,-1.839217418E0,-2.817741063E0
1.941815797E2,-1.964106416E-1,-1.824449982E0,-2.758042746E0
1.941915717E2,-2.817266342E-1,-1.789058248E0,-2.675066662E0
1.942015637E2,-3.517083770E-1,-1.780897581E0,-2.617685596E0
1.942115547E2,-3.732548185E-1,-1.774020671E0,-2.678776721E0
1.942215467E2,-3.603587843E-1,-1.693416218E0,-2.844845831E0
1.942315387E2,-4.135324133E-1,-1.512272108E0,-3.038565255E0
1.942415297E2,-3.528879796E-1,-1.307167863E0,-3.335534229E0
1.942515217E2,-1.338294639E-1,-1.074178247E0,-3.633062780E0
1.942615137E2,1.278271874E-1,-8.563858357E-1,-3.801542698E0
1.942715047E2,3.216948017E-1,-5.798233527E-1,-3.928489843E0
1.942814967E2,3.183528256E-1,-2.171860546E-1,-3.864178657E0
1.942914887E2,1.772025381E-1,1.434716687E-1,-3.703107746E0
1.943014797E2,-1.242789873E-1,3.399088785E-1,-3.439115900E0
1.943114717E2,-2.252936942E-1,4.281524259E-1,-2.875684047E0
1.943214627E2,-3.838417871E-1,5.386218247E-1,-2.177503694E0
1.943314547E2,-4.366334833E-1,6.102575254E-1,-1.692766008E0
1.943414467E2,-4.378224780E-1,6.620688263E-1,-1.389791359E0
1.943514377E2,-4.290322491E-1,8.227298471E-1,-1.215105792E0
1.943614297E2,-2.885912654E-1,1.093709409E0,-1.073662230E0
1.943714217E2,-1.290327371E-1,1.386408160E0,-6.581204939E-1
1.943814127E2,-7.731966946E-2,1.735369698E0,8.971967697E-3
1.943914047E2,-2.874823775E-2,2.029296657E0,8.358501220E-1
1.944013967E2,5.477649696E-2,2.255556421E0,1.611194426E0
1.944113877E2,3.578399135E-2,2.393103691E0,2.152713838E0
1.944213797E2,-6.028080996E-2,2.420245004E0,2.295197620E0
1.944313717E2,-1.833169533E-1,2.406108483E0,2.019937019E0
1.944413627E2,-2.986144529E-1,2.433921057E0,1.409454961E0
1.944513547E2,-4.047355697E-1,2.477054213E0,9.264041966E-1
1.944613457E2,-2.121371666E-1,2.465836622E0,7.901114470E-1
1.944713377E2,-4.273316047E-2,2.459144776E0,1.200993537E0
1.944813297E2,-1.185513198E-1,2.373702630E0,2.091364267E0
1.944913207E2,-2.394899298E-1,2.091532082E0,3.134663660E0
1.945013127E2,-3.732836160E-1,1.862410106E0,4.081778110E0
1.945113047E2,-4.737838776E-1,1.734478875E0,4.717705497E0
1.945212957E2,-5.527176709E-1,1.662368380E0,4.795547724E0
1.945312877E2,-7.201849604E-1,1.657454380E0,4.304892071E0
1.945412797E2,-7.808543544E-1,1.627576570E0,3.320457183E0
1.945512707E2,-8.177079660E-1,1.717578083E0,2.306219621E0
1.945612627E2,-6.219791463E-1,1.822246166E0,1.621329989E0
1.945712547E2,-3.513872917E-1,1.658199608E0,1.466474084E0
1.945812457E2,-4.369732796E-1,1.387484340E0,2.076339846E0
1.945912377E2,-6.155362456E-1,9.733216703E-1,3.202610060E0
1.946012297E2,-7.852535802E-1,3.789051291E-1,4.283274330E0
1.946112207E2,-1.059107341E0,-3.370846733E-1,4.652273984E0
1.946212127E2,-1.528017491E0,-1.089129577E0,4.213363266E0
1.946312037E2,-2.051131915E0,-1.593363926E0,3.056532580E0
1.946411957E2,-2.409410406E0,-1.837562948E0,1.578820147E0
1.946511877E2,-2.481446933E0,-1.759256159E0,1.911524963E-1
1.946611787E2,-2.263299012E0,-1.578642392E0,-8.998625153E-1
1.946711707E2,-1.992323105E0,-1.314613415E0,-1.538212988E0
1.946811627E2,-1.601061347E0,-1.108556951E0,-1.591029133E0
1.946911537E2,-1.032336887E0,-1.192127404E0,-1.195049257E0
1.947011457E2,-4.977552690E-1,-1.348403890E0,-6.909070015E-1
1.947111377E2,-3.964703842E-1,-1.520764312E0,-3.918113959E-1
1.947211287E2,-4.838885971E-1,-1.718214260E0,-4.605249506E-1
1.947311207E2,-4.649307545E-1,-1.954360788E0,-8.103808200E-1
1.947411117E2,-4.285051592E-1,-2.138779339E0,-1.292577891E0
1.947511037E2,-3.940294641E-1,-2.131571184E0,-1.702477064E0
1.947610957E2,-4.068607037E-1,-2.066578504E0,-2.075585555E0
1.947710867E2,-4.367502449E-1,-2.097424029E0,-2.474517691E0
1.947810787E2,-5.595310293E-1,-2.109253531E0,-2.790004211E0
1.947910707E2,-6.075672946E-1,-2.075050243E0,-3.081351671E0
1.948010617E2,-5.232959436E-1,-2.020462684E0,-3.319513443E0
1.948110537E2,-4.956681420E-1,-1.929781140E0,-3.523888832E0
1.948210457E2,-4.167560199E-1,-1.860771132E0,-3.587618805E0
1.948310367E2,-3.059065155E-1,-1.658270944E0,-3.297095802E0
1.948410287E2,-2.387293715E-1,-1.343228519E0,-2.779526001E0
1.948510207E2,-1.067821994E-1,-1.108294996E0,-2.264123762E0
1.948610117E2,1.503622469E-2,-9.366730767E-1,-1.694177526E0
1.948710037E2,1.693154299E-1,-6.722590613E-1,-1.038016434E0
1.948809947E2,3.037625973E-1,-4.303907400E-1,-5.573998654E-1
1.948909867E2,4.672160657E-1,-2.722519156E-1,-3.823605412E-1
1.949009787E2,3.767111442E-1,2.530148685E-2,1.455664337E-2
1.949109697E2,1.576452280E-1,3.650513211E-1,4.769673210E-1
1.949209617E2,-9.336588188E-2,4.160349485E-1,6.211783701E-1
1.949309537E2,-3.798307434E-1,2.351630268E-1,5.646071434E-1
1.949409447E2,-6.612290199E-1,1.355580470E-1,3.844006348E-1
1.949509367E2,-8.300466143E-1,9.603759348E-2,1.303648424E-1
1.949609278E2,-8.350734656E-1,1.817799944E-1,9.371741831E-2
1.949709188E2,-7.028283048E-1,2.712114036E-1,-1.856958747E-1
1.949809108E2,-5.176542941E-1,1.749475229E-1,-7.804822522E-1
1.949909028E2,-4.519371450E-1,1.221307933E-1,-1.330398851E0
1.950008938E2,-3.091775210E-1,2.502640459E-1,-1.471786864E0
1.950108858E2,7.719103072E-2,4.032251608E-1,-9.853903234E-1
1.950208768E2,1.410109045E-1,6.712390146E-1,-2.375062984E-1
1.950308688E2,-4.404038776E-2,6.625740257E-1,-9.084058821E-2
1.950408608E2,-3.118003261E-1,2.734701830E-1,-4.660534930E-1
1.950508518E2,-5.652720449E-1,-2.451942176E-2,-7.916229522E-1
1.950608438E2,-5.670702830E-1,6.343936622E-3,-5.979017740E-1
1.950708358E2,-3.380205568E-1,2.525011906E-1,3.089429015E-1
1.950808268E2,-2.854515664E-2,5.701988357E-1,1.715281296E0
1.950908188E2,3.353029171E-1,7.643243489E-1,3.052196869E0
1.951008108E2,6.491312038E-1,9.952417123E-1,4.138017799E0
1.951108018E2,1.027190679E0,1.080192985E0,4.725472938E0
1.951207938E2,1.469072148E0,9.267336872E-1,4.700916386E0
1.951307848E2,1.611851360E0,7.836888653E-1,4.201854776E0
1.951407768E2,1.656476433E0,6.453302944E-1,3.500761925E0
1.951507688E2,1.529035491E0,7.002224931E-1,3.060642003E0
1.951607598E2,1.192082526E0,9.650323650E-1,2.991203978E0
1.951707518E2,9.741417423E-1,1.239942133E0,3.290861501E0
1.951807438E2,7.901124702E-1,1.277735903E0,3.446769320E0
1.951907348E2,6.917329938E-1,1.049640991E0,3.292168354E0
1.952007268E2,8.358553114E-1,7.047415137E-1,2.904155309E0
1.952107188E2,8.463678011E-1,4.944662833E-1,2.473571026E0
1.952207098E2,1.123651392E0,3.835522038E-1,1.836645520E0
1.952307018E2,1.677866718E0,1.963097405E-1,1.246770803E0
1.952406928E2,1.817234956E0,6.823086709E-2,7.130328655E-1
1.952506848E2,1.884592980E0,2.830052376E-4,4.123877478E-1
1.952606768E2,1.984187143E0,3.648574859E-2,3.863424951E-1
1.952706678E2,1.771773293E0,3.406587839E-3,3.183200812E-1
1.952806598E2,1.396060159E0,-3.728594005E-2,3.276814735E-1
1.952906518E2,8.802608943E-1,-1.710582474E-1,8.542489707E-2
1.953006428E2,4.423967548E-1,-4.152099064E-1,-5.388080585E-1
1.953106348E2,2.163727069E-1,-6.152621573E-1,-1.358169617E0
1.953206268E2,-6.519689307E-2,-7.033104077E-1,-2.373179596E0
1.953306178E2,-1.806912794E-1,-8.108842653E-1,-3.403991091E0
1.953406098E2,-4.553169818E-1,-9.461566758E-1,-4.180514778E0
1.953506018E2,-3.769337769E-1,-9.007504150E-1,-4.529651440E0
1.953605928E2,-1.413701794E-1,-7.227468449E-1,-4.340807424E0
1.953705848E2,-2.031375708E-1,-5.490243137E-1,-3.893602431E0
1.953805758E2,-3.597898503E-1,-6.295033434E-1,-3.236739088E0
1.953905678E2,-8.993157276E-1,-7.519683051E-1,-1.923660275E0
1.954005598E2,-1.339981853E0,-7.409623834E-1,-2.067879510E-1
1.954105508E2,-1.600976855E0,-8.231572786E-1,1.025381185E0
1.954205428E2,-1.680559653E0,-1.049982176E0,1.449822968E0
1.954305348E2,-1.677565440E0,-1.260174960E0,6.739249331E-1
1.954405258E2,-1.196245451E0,-1.462816359E0,-7.553573513E-1
1.954505178E2,-2.237557303E-1,-1.459549227E0,-1.695317148E0
1.954605098E2,4.743531040E-1,-1.030685487E0,-2.559038608E0
1.954705008E2,1.358024460E0,-6.269051331E-1,-3.566867037E0
1.954804928E2,1.834696935E0,-3.105269122E-1,-4.116490105E0
1.954904838E2,2.229243220E0,1.510715872E-1,-4.063894985E0
1.955004758E2,2.374115735E0,6.993527198E-1,-3.601065062E0
1.955104678E2,2.493752691E0,6.619170910E-1,-2.362347044E0
1.955204588E2,3.500102651E0,4.017130709E-1,1.808602273E-2
1.955304508E2,4.117175107E0,6.180559570E-1,2.708058992E0
1.955404428E2,3.453875149E0,6.777016497E-1,4.389164482E0
1.955504338E2,2.170709960E0,1.638272882E-1,4.501852607E0
1.955604258E2,1.369626944E0,-4.252551305E-1,4.096092678E0
1.955704178E2,1.020283144E0,-7.955435103E-1,3.355274429E0
1.955804088E2,9.231520484E-1,-6.537748432E-1,2.096321536E0
1.955904008E2,1.252105949E0,-2.757886040E-1,6.031935042E-1
1.956003918E2,1.430937046E0,1.469399446E-1,-2.763791728E-1
1.956103838E2,1.394579059E0,6.128554434E-1,-7.951511621E-2
1.956203758E2,1.509760437E0,1.076954212E0,9.294909418E-1
1.956303668E2,1.453247975E0,1.455959621E0,2.007436257E0
1.956403588E2,1.241035269E0,1.544318066E0,2.785630494E0
1.956503508E2,1.084528476E0,1.339728084E0,3.024094566E0
1.956603418E2,9.106200765E-1,1.036613102E0,2.815819668E0
1.956703338E2,6.484483221E-1,7.073131192E-1,2.180944195E0
1.956803258E2,2.275904074E-1,4.523938125E-1,1.088950945E0
1.956903168E2,-6.035642177E-3,1.249444735E-1,-6.371944785E-2
1.957003088E2,-2.144369496E-1,-1.821735120E-1,-9.614395434E-1
1.957102998E2,-7.131860626E-1,-4.630082631E-1,-1.274981280E0
1.957202918E2,-1.609111794E0,-6.631964618E-1,-7.937612790E-1
1.957302838E2,-2.479798603E0,-1.028568503E0,5.678663814E-1
1.957402748E2,-3.018380667E0,-1.514315418E0,2.118347998E0
1.957502668E2,-3.017386640E0,-1.969978994E0,3.097729138E0
1.957602588E2,-2.642022293E0,-2.163316594E0,3.198101857E0
1.957702498E2,-2.015516086E0,-2.081325182E0,2.456017685E0
1.957802418E2,-1.168964828E0,-1.855988694E0,1.067517391E0
1.957902328E2,-8.794256926E-1,-1.426943398E0,-7.750566208E-1
1.958002248E2,-1.239329344E0,-8.005370325E-1,-2.419773134E0
1.958102168E2,-1.695885936E0,-2.698045635E-1,-3.361169592E0
1.958202078E2,-2.088830376E0,-9.782391787E-3,-3.230087880E0
1.958301998E2,-2.259697127E0,-9.042485118E-2,-1.986975095E0
1.958401918E2,-2.189654062E0,-4.618353117E-1,-4.742904657E-1
1.958501828E2,-1.936556017E0,-9.816171151E-1,5.811723053E-1
1.958601748E2,-1.588796812E0,-1.316839743E0,1.026624888E0
1.958701668E2,-1.138880611E0,-1.434434851E0,1.018837566E0
1.958801578E2,-4.695899256E-1,-1.447115707E0,6.463442016E-1
1.958901498E2,4.673827844E-1,-1.320938641E0,2.083362937E-2
1.959001418E2,1.287371822E0,-1.039719728E0,-6.329330277E-1
1.959101328E2,1.814522579E0,-7.288068992E-1,-1.195905290E0
1.959201248E2,2.025135779E0,-5.159738043E-1,-1.866943452E0
1.959301158E2,1.874311529E0,-6.221472538E-1,-2.433597121E0
1.959401078E2,1.531390457E0,-9.175681767E-1,-2.758332767E0
1.959500998E2,1.107698872E0,-1.240926511E0,-2.799512368E0
1.959600919E2,5.327314127E-1,-1.572110175E0,-2.680407509E0
1.959700839E2,-6.154841322E-2,-1.908645210E0,-2.660692452E0
1.959800759E2,-5.606883029E-1,-1.980074211E0,-2.746465843E0
1.959900669E2,-6.613287149E-1,-1.710998211E0,-2.835024848E0
1.960000589E2,-1.908405108E-1,-1.307972148E0,-2.921268940E0
1.960100499E2,4.262053762E-1,-7.172197643E-1,-2.851381849E0
1.960200419E2,8.609624514E-1,1.501418799E-2,-2.778915551E0
1.960300339E2,8.790877236E-1,7.262937659E-1,-2.870855416E0
1.960400249E2,7.280228607E-1,1.349026326E0,-3.048290929E0
1.960500169E2,5.252294350E-1,1.688495494E0,-3.360990082E0
1.960600089E2,-1.527575039E-2,1.848611847E0,-3.322417170E0
1.960699999E2,-7.365162338E-1,1.782888850E0,-2.499528571E0
1.960799919E2,-9.157975667E-1,1.385728422E0,-1.045255287E0
1.960899839E2,-6.973762878E-1,1.112704089E0,2.639450687E-1
1.960999749E2,-3.518534610E-1,1.097308370E0,8.970008880E-1
1.961099669E2,2.006260820E-1,1.203665130E0,9.121024919E-1
1.961199579E2,2.945966117E-1,1.463823834E0,5.533413130E-1
1.961299499E2,5.222470627E-1,1.645554419E0,1.046657449E-1
1.961399419E2,7.202911605E-1,1.967254191E0,2.015465069E-1
1.961499329E2,5.464801171E-1,2.265014000E0,1.276840695E0
1.961599249E2,3.003931759E-1,2.195996683E0,2.385918925E0
1.961699169E2,-1.149460636E-1,1.676502562E0,2.968492223E0
1.961799079E2,-5.163816476E-1,1.067660355E0,2.999189520E0
1.961898999E2,-6.303399338E-1,5.408522451E-1,2.643406329E0
1.961998909E2,-6.802340788E-1,2.955814290E-1,2.230150854E0
1.962098829E2,-4.117730227E-1,4.022586161E-1,2.056080998E0
1.962198749E2,1.117238458E-2,7.126446104E-1,2.196345177E0
1.962298659E2,5.416149413E-1,9.577443954E-1,2.566932349E0
1.962398579E2,8.983096410E-1,1.084074659E0,3.143977105E0
1.962498499E2,9.426247383E-1,1.007971978E0,3.610405405E0
1.962598409E2,9.220186387E-1,6.834775293E-1,3.867881114E0
1.962698329E2,8.351147615E-1,4.247133860E-1,3.817152425E0
1.962798239E2,7.892437202E-1,1.767543125E-1,3.354770983E0
1.962898159E2,7.880806359E-1,-3.217781246E-2,2.685614455E0
1.962998079E2,8.885389437E-1,-1.266802195E-1,1.939122652E0
1.963097989E2,1.092489387E0,-2.275239319E-2,1.577976394E0
1.963197909E2,1.071118106E0,2.417718422E-1,1.664709898E0
1.963297829E2,9.831914049E-1,3.690467235E-1,1.921236019E0
1.963397739E2,8.337180079E-1,1.845828572E-1,2.183563748E0
1.963497659E2,6.552796242E-1,-1.002493429E-1,2.499954248E0
1.963597579E2,4.988419741E-1,-2.869988859E-1,2.712308748E0
1.963697489E2,7.532759618E-1,-4.233606327E-1,2.587953089E0
1.963797409E2,1.100151652E0,-5.934453186E-1,2.050227935E0
1.963897319E2,1.329299867E0,-7.555190268E-1,1.322225028E0
1.963997239E2,1.547730209E0,-8.570240593E-1,7.597883713E-1
1.964097159E2,1.732289970E0,-8.051241732E-1,6.870536864E-1
1.964197069E2,1.810874209E0,-7.673315719E-1,7.245647442E-1
1.964296989E2,1.784911402E0,-9.250648919E-1,4.521698642E-1
1.964396909E2,1.684136687E0,-1.197945968E0,5.993571460E-2
1.964496819E2,1.387334359E0,-1.392992710E0,-3.918862402E-1
1.964596739E2,1.072992504E0,-1.550363503E0,-1.044147824E0
1.964696649E2,9.565606266E-1,-1.798515826E0,-1.850757190E0
1.964796569E2,7.919436720E-1,-1.953529314E0,-2.557179193E0
1.964896489E2,5.383404274E-1,-1.888853262E0,-3.067921786E0
1.964996399E2,4.417830165E-1,-1.741803974E0,-3.260395753E0
1.965096319E2,4.667560360E-1,-1.649174430E0,-3.148972966E0
1.965196239E2,3.755171793E-1,-1.465432988E0,-2.667688646E0
1.965296149E2,1.295356341E-1,-1.177619292E0,-2.005564563E0
1.965396069E2,-2.139371223E-1,-1.007574660E0,-1.610048956E0
1.965495989E2,-4.315799906E-1,-1.183134094E0,-1.828927780E0
1.965595899E2,-5.722398794E-1,-1.428269839E0,-2.385013776E0
1.965695819E2,-5.351142262E-1,-1.522397147E0,-2.908343085E0
1.965795729E2,-6.293441530E-1,-1.478167638E0,-3.300310017E0
1.965895649E2,-8.047004693E-1,-1.177597365E0,-3.538963539E0
1.965995569E2,-6.847261291E-1,-7.381051415E-1,-3.708257974E0
1.966095479E2,-5.314878561E-1,-2.729445183E-1,-3.731638650E0
1.966195399E2,-4.018234371E-1,1.651975831E-1,-3.601566753E0
1.966295319E2,-2.228752492E-1,4.649191332E-1,-3.272887745E0
1.966395229E2,-3.390800357E-3,6.408972278E-1,-2.923462231E0
1.966495149E2,1.265081652E-1,6.703780121E-1,-2.779825963E0
1.966595059E2,1.224167953E-1,6.224039465E-1,-2.516792475E0
1.966694979E2,-5.586258072E-2,5.944086474E-1,-1.962197519E0
1.966794899E2,-3.463150880E-1,5.479440406E-1,-1.055183859E0
1.966894809E2,-5.925021993E-1,5.030350855E-1,-6.337738574E-2
1.966994729E2,-6.379111279E-1,4.862623474E-1,8.304040253E-1
1.967094649E2,-5.847361102E-1,4.660116854E-1,1.531342510E0
1.967194559E2,-5.859214870E-1,4.723211235E-1,1.731557021E0
1.967294479E2,-3.861185102E-1,4.787130073E-1,1.401178227E0
1.967394389E2,-4.136433642E-2,5.938864911E-1,9.298289108E-1
1.967494309E2,1.897668159E-1,8.529763243E-1,6.777057427E-1
1.967594229E2,4.791546182E-1,1.206577335E0,7.916551119E-1
1.967694139E2,6.347137242E-1,1.552257708E0,1.225030271E0
1.967794059E2,4.374193856E-1,1.717581299E0,1.986676303E0
1.967893979E2,9.046225509E-2,1.829511624E0,2.955347098E0
1.967993889E2,-2.666183609E-1,1.814826050E0,3.685747948E0
1.968093809E2,-4.840896682E-1,1.620408468E0,3.927015760E0
1.968193719E2,-6.138469850E-1,1.408613839E0,3.503688456E0
1.968293639E2,-6.194155077E-1,1.308337306E0,2.722645456E0
1.968393559E2,-6.023975154E-1,1.421994022E0,2.053280767E0
1.968493469E2,-6.466028678E-1,1.776405750E0,1.892540224E0
1.968593389E2,-6.911839402E-1,2.272399618E0,2.227280456E0
1.968693309E2,-7.493457558E-1,2.554439481E0,2.671704513E0
1.968793219E2,-7.987344821E-1,2.532838697E0,2.942331780E0
1.968893139E2,-6.354222605E-1,2.172070169E0,3.226935062E0
1.968993049E2,-3.221255223E-1,1.535783763E0,3.700067194E0
1.969092969E2,-9.582285449E-2,1.032399891E0,4.405049613E0
1.969192889E2,-4.788385397E-2,7.095315528E-1,4.981932401E0
1.969292799E2,-6.160327655E-2,2.370224413E-1,4.923015856E0
1.969392719E2,-1.576636102E-1,-2.930943158E-1,4.083246930E0
1.969492639E2,-5.214972304E-1,-7.323406640E-1,2.581337550E0
1.969592549E2,-9.871557440E-1,-9.593976957E-1,1.037000188E0
